timestamp,speed,steering_angle,direction,ultrasonic,Infrared
1763721821.2975836,22,45,1,163,0
1763721821.3526628,30,70,1,158,1
1763721821.4074678,30,70,1,159,1
1763721821.4607918,30,70,1,130,1
1763721821.5136414,30,70,1,125,2
1763721821.5685813,30,90,1,156,2
1763721821.6282086,30,90,1,-4,2
1763721821.6803792,30,90,1,149,2
1763721821.739531,30,90,1,150,2
1763721821.7970212,30,90,1,147,3
1763721821.8542953,30,110,1,118,3
1763721821.911607,30,110,1,116,3
1763721821.9675448,30,110,1,121,3
1763721822.0277803,30,110,1,135,3
1763721822.0841825,30,110,1,143,3
1763721822.2334569,0,45,0,118,4
1763721822.5598538,30,45,-1,123,2
1763721822.580256,30,45,-1,143,2
1763721822.602185,30,45,-1,144,2
1763721822.6569502,30,90,1,148,2
1763721822.7197933,30,70,1,-4,1
1763721822.7755523,30,70,1,143,1
1763721822.8268948,30,70,1,143,2
1763721822.878894,30,90,1,143,2
1763721822.9347842,30,90,1,146,2
1763721822.984714,30,90,1,143,2
1763721823.0458748,30,90,1,144,2
1763721823.0983298,30,110,1,142,3
1763721823.1502612,30,110,1,135,3
1763721823.2090218,30,110,1,-4,3
1763721823.3198447,30,110,1,-4,3
1763721823.4950078,0,45,0,141,3
1763721823.823412,30,45,-1,137,2
1763721823.8422716,30,45,-1,118,2
1763721823.8612313,30,45,-1,117,2
1763721823.9101,30,90,1,137,1
1763721823.9606752,30,70,1,143,1
1763721824.010847,30,70,1,140,1
1763721824.0611086,30,70,1,141,2
1763721824.1158142,30,90,1,137,2
1763721824.1699557,30,90,1,146,2
1763721824.217147,30,90,1,111,2
1763721824.2717211,30,90,1,135,3
1763721824.3261898,30,110,1,134,3
1763721824.3791814,30,110,1,113,3
1763721824.4347658,30,110,1,131,4
1763721824.4937077,22,135,1,133,4
1763721824.544563,22,135,1,106,4
1763721824.5949361,22,135,1,136,4
1763721824.6501987,22,135,1,118,4
1763721824.805429,0,45,0,124,3
1763721825.1322014,30,45,-1,131,2
1763721825.1522777,30,45,-1,137,2
1763721825.1734746,30,45,-1,136,1
1763721825.2363243,30,70,1,141,1
1763721825.2872546,30,70,1,135,1
1763721825.3432364,30,70,1,138,1
1763721825.3955877,30,70,1,138,1
1763721825.445653,30,70,1,134,1
1763721825.4966424,30,70,1,140,1
1763721825.5473666,30,70,1,134,2
1763721825.5975175,30,90,1,130,2
1763721825.646645,30,90,1,126,2
1763721825.6956062,30,90,1,128,2
1763721825.7450933,30,110,1,132,3
1763721825.7975597,30,110,1,81,3
1763721825.8519719,30,110,1,129,3
1763721825.9020557,30,110,1,137,3
1763721825.954915,30,110,1,124,3
1763721826.0131788,30,110,1,119,3
1763721826.0698366,30,110,1,118,3
1763721826.127073,30,110,1,123,3
1763721826.1824331,30,110,1,120,3
1763721826.2354522,30,110,1,104,3
1763721826.2881784,30,110,1,96,3
1763721826.342661,30,110,1,101,3
1763721826.3996572,30,110,1,99,3
1763721826.4571319,30,110,1,-4,3
1763721826.512162,30,110,1,100,3
1763721826.5655525,30,110,1,109,3
1763721826.6211288,30,110,1,112,3
1763721826.6773958,30,110,1,116,3
1763721826.7329214,30,110,1,117,2
1763721826.7871273,30,90,1,115,2
1763721826.83973,30,90,1,115,2
1763721826.8931193,30,90,1,95,2
1763721826.9479935,30,90,1,94,2
1763721827.000098,30,90,1,81,2
1763721827.0618017,30,90,1,81,2
1763721827.117079,30,90,1,-4,2
1763721827.1709404,30,90,1,-4,2
1763721827.220799,30,90,1,84,4
1763721827.2708917,22,135,1,87,4
1763721827.3208807,30,90,1,84,2
1763721827.37162,30,90,1,81,2
1763721827.423161,30,90,1,80,2
1763721827.4763312,30,90,1,80,1
1763721827.529853,30,70,1,81,1
1763721827.5783525,30,70,1,80,0
1763721827.6237917,22,45,1,76,0
1763721827.6706276,22,45,1,79,0
1763721827.7208807,22,45,1,76,0
1763721827.764026,22,45,1,77,0
1763721827.8071156,22,45,1,74,0
1763721827.8502407,22,45,1,73,0
1763721827.8930755,22,45,1,74,0
1763721827.935832,22,45,1,74,0
1763721827.9788404,22,45,1,76,0
1763721828.021796,22,45,1,73,0
1763721828.0643783,22,45,1,73,0
1763721828.1071005,22,45,1,72,0
1763721828.150771,22,45,1,73,0
1763721828.1972554,22,45,1,-4,0
1763721828.2424362,22,45,1,71,0
1763721828.3655143,22,45,1,-4,0
1763721828.4138727,22,45,1,70,0
1763721828.4791775,22,45,1,-4,0
1763721828.6079445,22,45,1,-4,0
1763721828.6536114,22,45,1,69,0
1763721828.6976671,22,45,1,68,0
1763721828.7413466,22,45,1,68,0
1763721828.7845476,22,45,1,67,0
1763721828.827169,22,45,1,67,0
1763721828.8688467,22,45,1,68,0
1763721828.9103587,22,45,1,66,0
1763721828.9519153,22,45,1,67,0
1763721828.9933534,22,45,1,66,0
1763721829.0419743,22,45,1,67,0
1763721829.0952904,22,45,1,67,0
1763721829.1444883,22,45,1,66,0
1763721829.1917126,22,45,1,65,0
1763721829.2388616,22,45,1,66,0
1763721829.2896597,22,45,1,65,0
1763721829.341258,22,45,1,65,0
1763721829.39291,22,45,1,64,0
1763721829.4444575,22,45,1,64,0
1763721829.4977987,22,45,1,65,0
1763721829.5500066,22,45,1,64,0
1763721829.5934684,22,45,1,63,0
1763721829.6440194,22,45,1,64,0
1763721829.6909106,22,45,1,63,0
1763721829.7389636,22,45,1,62,0
1763721829.7808278,22,45,1,63,0
1763721829.8222382,22,45,1,62,0
1763721829.8637793,22,45,1,62,0
1763721829.905376,22,45,1,62,0
1763721829.9477959,22,45,1,62,0
1763721829.9890912,22,45,1,63,0
1763721830.0410326,22,45,1,62,0
1763721830.0847135,22,45,1,63,0
1763721830.1260762,22,45,1,61,0
1763721830.170276,22,45,1,64,0
1763721830.217915,22,45,1,62,0
1763721830.2597601,22,45,1,63,0
1763721830.3076901,22,45,1,61,0
1763721830.3557265,22,45,1,64,0
1763721830.4032245,22,45,1,62,0
1763721830.4506068,22,45,1,61,0
1763721830.498533,22,45,1,61,0
1763721830.5472174,22,45,1,62,0
1763721830.6001267,22,45,1,67,0
1763721830.6520574,22,45,1,66,0
1763721830.7053785,22,45,1,66,0
1763721830.7610826,22,45,1,68,0
1763721830.8199902,22,45,1,66,0
1763721830.877211,22,45,1,67,0
1763721830.922191,22,45,1,67,0
1763721830.9640968,22,45,1,67,0
1763721831.0518143,22,45,1,-2,0
1763721831.0937533,22,45,1,67,0
1763721831.1355088,22,45,1,67,0
1763721831.1782348,22,45,1,66,0
1763721831.2219095,22,45,1,101,0
1763721831.2636724,22,45,1,67,0
1763721831.4136076,0,135,0,67,0
1763721831.7421813,30,135,-1,146,2
1763721831.7584383,30,135,-1,71,2
1763721831.775896,30,135,-1,72,2
1763721831.8225484,30,110,1,123,3
1763721831.8689363,30,110,1,73,3
1763721831.9121313,30,110,1,73,3
1763721831.9716082,30,110,1,-4,3
1763721832.0600774,30,110,1,71,3
1763721832.1023962,30,90,1,71,2
1763721832.190172,30,90,1,-2,2
1763721832.2832026,30,70,1,160,1
1763721832.3376453,30,70,1,117,0
1763721832.3923504,22,45,1,160,0
1763721832.446474,22,45,1,155,0
1763721832.5059404,22,45,1,146,0
1763721832.5677516,22,45,1,150,0
1763721832.729161,0,135,0,214,0
1763721833.0563564,30,135,-1,139,3
1763721833.0775514,30,135,-1,159,3
1763721833.0988307,30,135,-1,158,3
1763721833.1514988,30,110,1,144,4
1763721833.2139468,22,135,1,-4,4
1763721833.2937214,22,135,1,-4,4
1763721833.4077058,22,135,1,-4,3
1763721833.5117984,30,110,1,-4,3
1763721833.5924919,30,90,1,221,2
1763721833.6417465,30,70,1,140,1
1763721833.690391,22,45,1,124,0
1763721833.7457685,22,45,1,150,0
1763721833.7973702,22,45,1,43,0
1763721833.8363805,22,45,1,42,0
1763721833.8757255,22,45,1,40,0
1763721833.9144258,22,45,1,36,0
1763721833.9531164,22,45,1,40,0
1763721833.9915795,22,45,1,35,0
1763721834.0329266,22,45,1,34,0
1763721834.074571,22,45,1,34,0
1763721834.1157625,22,45,1,32,0
1763721834.1579995,22,45,1,33,0
1763721834.1999803,22,45,1,32,0
1763721834.2501225,22,45,1,32,0
1763721834.2957428,22,45,1,31,0
1763721834.342961,22,45,1,32,0
1763721834.3925514,22,45,1,-4,0
1763721834.4414735,22,45,1,31,0
1763721834.4821754,22,45,1,29,0
1763721834.5204437,22,45,1,30,0
1763721834.5579276,22,45,1,29,0
1763721834.595528,22,45,1,30,0
1763721834.6329565,22,45,1,29,0
1763721834.6801448,22,45,1,29,0
1763721834.7195385,22,45,1,28,0
1763721834.7570148,22,45,1,28,0
1763721834.7996244,22,45,1,27,0
1763721834.8434298,22,45,1,29,0
1763721834.8810747,22,45,1,28,0
1763721834.9253857,22,45,1,27,0
1763721834.963235,22,45,1,28,0
1763721835.0052311,22,45,1,27,0
1763721835.042371,22,45,1,27,0
1763721835.0901606,22,45,1,28,0
1763721835.1284103,22,45,1,26,0
1763721835.171193,22,45,1,28,0
1763721835.2083433,22,45,1,27,0
1763721835.2454545,22,45,1,25,0
1763721835.282624,22,45,1,27,0
1763721835.3219383,22,45,1,27,0
1763721835.3610797,22,45,1,26,0
